nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;kode_desa;kode_desa;nama_desa;tahun;jenis_kelamin;jumlah_buruh_pabrik;satuan
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072008;Lagang;2024;Laki-laki;40;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072009;Lamsiteh;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072010;Lamkawe;2024;Laki-laki;10;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072011;Lheu Blang;2024;Laki-laki;0;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072001;Lampeuneurut Ujong Blang;2024;Laki-laki;42;Jiwa
1106;Kabupaten Aceh Besar;110608;Peukan Bada;1106082008;Lam Lumpu;2024;Laki-laki;35;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072003;Lamreung;2024;Laki-laki;15;Jiwa
1106;Kabupaten Aceh Besar;110607;Darul Imarah;1106072004;Lamcot;2024;Laki-laki;4;Jiwa
1106;Kabupaten Aceh Besar;110608;Peukan Bada;1106082026;Rima Keuneurom;2024;Laki-laki;50;Jiwa
1106;Kabupaten Aceh Besar;110610;Ingin Jaya;1106102007;Siron;2024;Laki-laki;64;Jiwa
1106;Kabupaten Aceh Besar;110610;Ingin Jaya;1106102020;Ateuk Lueng Ie;2024;Laki-laki;15;Jiwa
1106;Kabupaten Aceh Besar;110610;Ingin Jaya;1106102021;Cot Alue;2024;Laki-laki;3;Jiwa
1106;Kabupaten Aceh Besar;110609;Mesjid Raya;1106092005;Lamreh;2024;Laki-laki;200;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012016;Blang Beurandang;2024;Perempuan;92;Jiwa
1105;Kabupaten Aceh Barat;110501;Johan Pahlawan;1105012020;Leuhan;2024;Perempuan;143;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022047;Alue Peudeung;2024;Perempuan;23;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042002;Pasi Lunak;2024;Perempuan;8;Jiwa
1105;Kabupaten Aceh Barat;110504;Woyla;1105042003;Pasi Aceh;2024;Perempuan;15;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022050;Pasi Kumbang;2024;Perempuan;0;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022051;Padang Sikabu;2024;Perempuan;114;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022052;Sawang Teubei;2024;Perempuan;4;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022053;Alue Lhok;2024;Perempuan;8;Jiwa
1105;Kabupaten Aceh Barat;110502;Kaway Xvi;1105022063;Keuramat;2024;Perempuan;7;Jiwa
